"총조사인구 총괄(시도/성/5세연령별)"

"C행정구역별","행정구역별","C연령별","연령별","시점","인구 (명)","남자 (명)","여자 (명)","성비(명) (%)"
'36,"전라남도",'05,"0 - 4세",2010,73548,37787,35761,105.70
'36,"전라남도",'10,"5 - 9세",2010,84525,43872,40653,107.90
'36,"전라남도",'15,"10 - 14세",2010,118040,61164,56876,107.50
'36,"전라남도",'20,"15 - 19세",2010,115014,61450,53564,114.70
'36,"전라남도",'25,"20 - 24세",2010,74938,43959,30979,141.90
'36,"전라남도",'30,"25 - 29세",2010,85461,45280,40181,112.70
'36,"전라남도",'35,"30 - 34세",2010,98140,50228,47912,104.80
'36,"전라남도",'40,"35 - 39세",2010,119167,61336,57831,106.10
'36,"전라남도",'45,"40 - 44세",2010,129597,68245,61352,111.20
'36,"전라남도",'50,"45 - 49세",2010,133735,69084,64651,106.90
'36,"전라남도",'55,"50 - 54세",2010,132614,66675,65939,101.10
'36,"전라남도",'60,"55 - 59세",2010,107133,52726,54407,96.90
'36,"전라남도",'65,"60 - 64세",2010,103877,49694,54183,91.70
'36,"전라남도",'70,"65 - 69세",2010,98508,43161,55347,78.00
'36,"전라남도",'75,"70 - 74세",2010,103309,42200,61109,69.10
'36,"전라남도",'80,"75 - 79세",2010,78558,28260,50298,56.20
'36,"전라남도",'85,"80 - 84세",2010,45139,14065,31074,45.30
'36,"전라남도",'90,"85세이상",2010,27446,6766,20680,32.70
'36,"전라남도",'96,"15세미만",2010,276113,142823,133290,107.20
'36,"전라남도",'97,"15 - 64세",2010,1099676,568677,530999,107.10
'36,"전라남도",'98,"65세이상",2010,352960,134452,218508,61.50
'36,"전라남도",'99,"평균연령",2010,42.7,40.4,44.9,
'36,"전라남도",'9A,"연령중위수",2010,43.6,41.3,46.3,
'37,"경상북도",'00,"계",2010,2575370,1281510,1293860,99.00
'37,"경상북도",'05,"0 - 4세",2010,109013,56382,52631,107.10
'37,"경상북도",'10,"5 - 9세",2010,118013,62075,55938,111.00
'37,"경상북도",'15,"10 - 14세",2010,158166,83447,74719,111.70
'37,"경상북도",'20,"15 - 19세",2010,176765,97020,79745,121.70
'37,"경상북도",'25,"20 - 24세",2010,151822,86895,64927,133.80
'37,"경상북도",'30,"25 - 29세",2010,159212,85347,73865,115.50
'37,"경상북도",'35,"30 - 34세",2010,167811,87030,80781,107.70
'37,"경상북도",'40,"35 - 39세",2010,190804,97307,93497,104.10
'37,"경상북도",'45,"40 - 44세",2010,200609,103179,97430,105.90
'37,"경상북도",'50,"45 - 49세",2010,206740,105629,101111,104.50
'37,"경상북도",'55,"50 - 54세",2010,203823,102221,101602,100.60
'37,"경상북도",'60,"55 - 59세",2010,165679,80942,84737,95.50
'37,"경상북도",'65,"60 - 64세",2010,136430,66396,70034,94.80
'37,"경상북도",'70,"65 - 69세",2010,124673,54681,69992,78.10
'37,"경상북도",'75,"70 - 74세",2010,126234,52370,73864,70.90
'37,"경상북도",'80,"75 - 79세",2010,94660,35228,59432,59.30
'37,"경상북도",'85,"80 - 84세",2010,52621,16699,35922,46.50
'37,"경상북도",'90,"85세이상",2010,32295,8662,23633,36.70
'37,"경상북도",'96,"15세미만",2010,385192,201904,183288,110.20
'37,"경상북도",'97,"15 - 64세",2010,1759695,911966,847729,107.60
'37,"경상북도",'98,"65세이상",2010,430483,167640,262843,63.80
'37,"경상북도",'99,"평균연령",2010,41.1,39.1,43.1,
'37,"경상북도",'9A,"연령중위수",2010,41.3,39.3,43.5,
'38,"경상남도",'00,"계",2010,3119571,1562686,1556885,100.40
'38,"경상남도",'05,"0 - 4세",2010,154821,79917,74904,106.70
'38,"경상남도",'10,"5 - 9세",2010,163631,85931,77700,110.60
'38,"경상남도",'15,"10 - 14세",2010,218418,114998,103420,111.20
'38,"경상남도",'20,"15 - 19세",2010,217353,118993,98360,121.00
'38,"경상남도",'25,"20 - 24세",2010,163021,93679,69342,135.10
'38,"경상남도",'30,"25 - 29세",2010,202144,106906,95238,112.30
'38,"경상남도",'35,"30 - 34세",2010,229358,118136,111222,106.20
'38,"경상남도",'40,"35 - 39세",2010,264987,134289,130698,102.70
'38,"경상남도",'45,"40 - 44세",2010,275367,140021,135346,103.50
'38,"경상남도",'50,"45 - 49세",2010,266282,136302,129980,104.90
'38,"경상남도",'55,"50 - 54세",2010,247848,126040,121808,103.50
'38,"경상남도",'60,"55 - 59세",2010,182499,90750,91749,98.90
'38,"경상남도",'65,"60 - 64세",2010,142494,69053,73441,94.00
'38,"경상남도",'70,"65 - 69세",2010,120836,52895,67941,77.90
'38,"경상남도",'75,"70 - 74세",2010,113515,45339,68176,66.50
'38,"경상남도",'80,"75 - 79세",2010,84425,29549,54876,53.80
'38,"경상남도",'85,"80 - 84세",2010,46663,13655,33008,41.40
'38,"경상남도",'90,"85세이상",2010,25909,6233,19676,31.70
'38,"경상남도",'96,"15세미만",2010,536870,280846,256024,109.70
'38,"경상남도",'97,"15 - 64세",2010,2191353,1134169,1057184,107.30
'38,"경상남도",'98,"65세이상",2010,391348,147671,243677,60.60
'38,"경상남도",'99,"평균연령",2010,38.6,36.9,40.4,
'38,"경상남도",'9A,"연령중위수",2010,39.0,37.5,40.6,
'39,"제주도",'00,"계",2010,528411,261521,266890,98.00
'39,"제주도",'05,"0 - 4세",2010,27824,14329,13495,106.20
'39,"제주도",'10,"5 - 9세",2010,31856,16843,15013,112.20
'39,"제주도",'15,"10 - 14세",2010,41164,21446,19718,108.80
'39,"제주도",'20,"15 - 19세",2010,39164,20588,18576,110.80
'39,"제주도",'25,"20 - 24세",2010,27731,15147,12584,120.40
'39,"제주도",'30,"25 - 29세",2010,32113,16232,15881,102.20
'39,"제주도",'35,"30 - 34세",2010,35691,18085,17606,102.70
'39,"제주도",'40,"35 - 39세",2010,45047,22516,22531,99.90
'39,"제주도",'45,"40 - 44세",2010,46681,23868,22813,104.60
'39,"제주도",'50,"45 - 49세",2010,43278,22144,21134,104.80
'39,"제주도",'55,"50 - 54세",2010,38485,19501,18984,102.70
'39,"제주도",'60,"55 - 59세",2010,27406,13574,13832,98.10
'39,"제주도",'65,"60 - 64세",2010,24163,11737,12426,94.50
'39,"제주도",'70,"65 - 69세",2010,21156,9817,11339,86.60
'39,"제주도",'75,"70 - 74세",2010,18775,7941,10834,73.30
'39,"제주도",'80,"75 - 79세",2010,14065,4971,9094,54.70
'39,"제주도",'85,"80 - 84세",2010,7430,1775,5655,31.40
'39,"제주도",'90,"85세이상",2010,6382,1007,5375,18.70
'39,"제주도",'96,"15세미만",2010,100844,52618,48226,109.10
'39,"제주도",'97,"15 - 64세",2010,359759,183392,176367,104.00
'39,"제주도",'98,"65세이상",2010,67808,25511,42297,60.30
'39,"제주도",'99,"평균연령",2010,38.0,36.2,39.7,
'39,"제주도",'9A,"연령중위수",2010,38.3,37.0,39.6,
